id,sex,Age,agemons,weight,height,District,Cluster
688,2,14,168,40,155.8,3,85
689,2,17,204,40,156,2,53
690,1,14,168,40,156,2,44
691,1,14,168,40,156.2,2,60
692,1,15,180,40,156.2,2,61
693,2,15,180,40,156.3,1,39
694,1,15,180,40,156.6,1,25
695,1,15,180,40,156.7,1,22
696,1,16,192,40,157.3,2,46
697,2,16,192,40,158.4,1,11
698,1,15,180,40,159.3,1,24
699,1,15,180,40,159.4,2,49
700,2,11,132,40,159.4,1,25
701,2,17,204,40,159.4,3,82
702,2,18,216,40,159.8,3,80
703,2,13,156,40,160,2,62
704,2,16,192,40,160,3,84
705,1,16,192,40,160.5,3,76
706,2,12,144,40,160.5,3,89
707,2,18,216,40,160.8,1,18
708,1,15,180,40,162.1,2,62
709,1,15,180,40,162.5,3,81
710,1,16,192,40,164,1,25
711,2,14,168,39.9,152.5,2,40
712,2,15,180,39.5,154.8,1,24
713,1,14,168,39.5,156.4,1,18
714,1,14,168,39.2,146.1,2,41
715,2,16,192,39.1,152,1,19
716,2,16,192,39.1,158,1,16
717,2,13,156,39,133.6,2,68
718,1,13,156,39,136,1,12
719,2,11,132,39,138.5,3,78
720,1,15,180,39,140.2,1,27
721,2,15,180,39,141,1,29
722,2,13,156,39,141,3,83
723,2,14,168,39,141.9,2,69
724,2,17,204,39,144,1,20
725,2,17,204,39,144.5,2,44
726,2,15,180,39,145.5,3,84
727,2,13,156,39,145.7,2,62
728,1,14,168,39,146,2,66
729,2,17,204,39,146.2,2,62
730,2,16,192,39,147.2,1,22
731,2,12,144,39,147.5,1,18
732,2,11,132,39,148,1,12
733,2,14,168,39,148.4,2,55
734,2,18,216,39,148.5,1,29
735,2,19,228,39,149,1,13
736,2,15,180,39,149,3,73
737,1,14,168,39,149.2,2,55
738,2,16,192,39,150,3,80
739,2,12,144,39,150.3,2,69
740,2,13,156,39,150.5,1,17
741,2,17,204,39,150.6,1,25
742,1,14,168,39,150.7,2,42
743,2,19,228,39,150.8,1,14
744,1,14,168,39,151,2,63
745,1,12,144,39,151.2,2,62
746,1,13,156,39,151.5,1,10
747,2,14,168,39,152,3,75
748,2,15,180,39,152.1,1,28
749,2,12,144,39,152.3,3,89
750,2,19,228,39,152.5,3,77
751,2,14,168,39,153,3,75
752,2,15,180,39,153.4,1,24
753,1,16,192,39,154,1,20
754,1,14,168,39,154.5,1,20
755,2,12,144,39,154.5,1,24
756,2,18,216,39,155.1,1,14
757,2,18,216,39,155.5,1,28
758,2,16,192,39,156,1,39
759,1,17,204,39,156,3,79
760,1,16,192,39,156.2,3,72
761,2,15,180,39,156.6,1,14
762,1,15,180,39,156.6,1,27
763,1,13,156,39,157.6,2,46
764,1,16,192,39,158.5,1,39
765,2,18,216,39,158.6,1,14
766,2,15,180,39,160.3,1,11
767,2,15,180,39,161,1,39
768,2,14,168,39,161,3,75
769,2,15,180,39,161.5,1,28
770,2,17,204,39,161.5,3,76
771,1,18,216,39,163.3,2,61
772,2,14,168,38.5,141.5,2,62
773,2,13,156,38.5,147,2,61
774,2,15,180,38.5,147.1,2,46
775,2,15,180,38.5,149.6,1,14
776,2,19,228,38.5,152,2,49
777,2,15,180,38.5,156,1,24
778,2,11,132,38.5,159.7,2,49
779,1,14,168,38.1,154.2,1,16
780,1,13,156,38,139,1,22
781,1,13,156,38,139.9,1,14
782,1,12,144,38,140.9,2,46
783,2,11,132,38,141,2,69
784,2,12,144,38,141.3,2,67
785,2,13,156,38,142.7,2,67
786,2,18,216,38,142.9,2,68
787,2,12,144,38,143.6,3,89
788,2,16,192,38,144,3,83
789,2,11,132,38,144.3,2,51
790,2,16,192,38,145,2,60
791,2,18,216,38,145,3,73
792,2,16,192,38,145.1,3,89
793,2,16,192,38,145.8,1,20
794,2,16,192,38,147,2,48
795,2,14,168,38,147.7,3,80
796,2,15,180,38,148,2,64
797,2,12,144,38,148,2,50
798,2,12,144,38,148.1,2,60
799,2,10,120,38,148.3,2,69
800,1,13,156,38,148.3,2,63
801,1,12,144,38,148.5,2,57
802,2,14,168,38,149.5,2,54
803,1,14,168,38,149.5,2,68
804,2,15,180,38,149.5,2,41
805,2,12,144,38,149.5,1,39
806,2,18,216,38,149.7,2,69
807,2,19,228,38,150,1,17
808,1,11,132,38,150,2,55
809,2,13,156,38,150.1,3,76
810,2,13,156,38,150.2,1,10
811,1,13,156,38,150.5,2,60
812,1,14,168,38,150.5,1,39
813,2,12,144,38,151,1,25
814,2,15,180,38,151,3,78
815,1,12,144,38,151.4,2,56
816,2,14,168,38,151.4,1,10
817,2,15,180,37,155.2,3,78
818,1,12,144,37,156,2,49
819,1,14,168,37,156.8,3,76
820,2,13,156,37,158,1,10
821,1,15,180,37,158.5,1,25
822,2,16,192,37,159,1,25
823,2,16,192,37,159,1,39
824,1,16,192,37,161.8,2,50
825,1,14,168,37,163.1,1,24
826,1,14,168,37,166,1,24
827,1,15,180,37,178,1,29
828,2,12,144,36.5,144.3,2,52
829,2,13,156,36.5,145.2,2,67
830,2,17,204,36.5,148.7,2,55
831,2,15,180,36.5,149.8,2,52
832,1,13,156,36.5,151.7,2,52
833,2,17,204,36.4,147,2,60
834,2,18,216,36.2,152.2,2,41
835,2,18,216,36.1,146.1,1,21
836,2,15,180,36.1,151.3,1,16
837,2,16,192,36.1,153.8,1,19
838,1,13,156,36,138,2,40
839,2,17,204,36,139.8,3,76
840,2,14,168,36,140,2,61
841,1,16,192,36,141.2,2,40
842,2,13,156,36,143.3,2,40
843,2,12,144,36,144,2,59
844,2,12,144,36,144,2,45
845,2,15,180,36,144.2,1,20
846,2,12,144,36,144.5,2,58
847,2,12,144,36,144.8,2,67
848,2,14,168,36,145.5,2,58
849,2,14,168,36,145.5,2,46
850,1,13,156,36,145.7,3,85
851,1,14,168,36,146,2,66
852,2,14,168,36,146,1,39
853,1,14,168,36,146,3,84
854,2,13,156,36,147.2,2,55
855,2,11,132,36,147.3,1,12
856,2,16,192,36,147.6,3,76
857,2,14,168,36,148.1,3,78
858,1,13,156,36,148.2,1,10
859,2,15,180,36,148.7,2,63
860,2,17,204,36,149,2,49
861,1,13,156,36,149,2,45
862,1,13,156,36,149.1,1,17
863,2,17,204,36,149.2,1,16
864,2,15,180,36,149.5,2,64
865,2,13,156,36,149.5,1,10
866,2,15,180,36,149.5,1,12
867,1,12,144,36,149.5,1,28
868,1,15,180,36,149.6,2,42
869,2,14,168,36,150,2,58
870,2,16,192,36,150,1,22
871,2,15,180,36,150,3,72
872,2,13,156,36,150.1,3,75
873,2,12,144,36,150.2,1,39
874,2,14,168,36,150.4,2,48
875,2,14,168,36,150.5,2,45
876,2,13,156,36,150.7,1,18
877,2,13,156,36,151,1,22
878,2,15,180,36,151.1,1,29
879,1,14,168,36,151.7,2,68
880,2,10,120,36,151.8,3,72
881,1,14,168,36,152,2,55
882,2,11,132,36,152.8,2,62
883,2,10,120,36,153.2,2,57
884,1,15,180,36,154,3,85
885,2,13,156,36,154.2,3,82
886,1,14,168,36,154.4,3,85
887,2,14,168,36,154.5,3,89
888,2,12,144,36,154.8,2,53
889,2,17,204,36,154.9,2,49
890,1,17,204,36,155.5,3,74
891,2,12,144,36,155.6,2,41
892,1,14,168,36,155.8,2,56
893,1,13,156,36,156,3,86
894,2,14,168,36,157.6,1,25
895,2,15,180,36,157.9,1,24
896,2,13,156,36,159.7,3,75
897,1,14,168,35.5,140.5,2,66
898,2,12,144,35.5,152.2,2,50
899,1,12,144,35.1,144.2,2,42
900,2,12,144,35.1,148.2,3,90
901,1,15,180,35.1,154.2,1,16
902,2,15,180,35.1,155.7,3,83
903,1,11,132,35,131.7,2,62
904,1,14,168,35,132.5,2,47
905,2,13,156,35,137.7,2,69
906,1,14,168,35,137.8,3,86
907,1,13,156,35,141.2,2,68
908,2,14,168,35,142,2,55
909,2,12,144,35,142.5,2,48
910,2,14,168,35,142.6,3,89
911,2,15,180,35,143.1,1,11
912,1,14,168,35,143.5,2,57
913,2,10,120,35,143.5,3,83
914,2,15,180,35,144,2,62
915,2,16,192,35,144.1,3,85
916,2,10,120,35,144.4,2,42
917,1,14,168,35,144.5,1,29
918,1,11,132,35,144.5,3,84
919,1,12,144,35,144.8,2,54
920,1,12,144,35,145,3,84
921,1,13,156,35,145.5,2,51
922,2,19,228,35,146,1,13
923,1,13,156,35,146,1,18
924,2,13,156,35,146.4,3,75
925,2,13,156,35,146.5,1,11
926,1,15,180,35,146.6,2,67
927,2,13,156,35,146.8,1,20
928,2,15,180,35,147,1,10
929,2,18,216,35,147.1,1,22
930,2,13,156,35,147.2,2,49
931,2,13,156,35,147.2,1,24
932,1,13,156,35,147.2,3,86
933,2,13,156,35,147.3,3,89
934,1,13,156,35,147.4,2,58
935,2,13,156,35,147.5,1,22
936,1,14,168,35,147.5,3,73
937,2,13,156,35,147.7,2,55
938,1,15,180,35,148,1,14
939,2,15,180,35,148,3,84
940,2,12,144,35,148.1,2,57
941,1,12,144,35,148.4,3,90
942,2,15,180,35,148.5,2,49
943,1,14,168,35,148.7,2,64
944,2,15,180,35,149,1,10
945,2,18,216,35,149.4,2,46
946,1,14,168,35,149.5,2,45
947,2,16,192,35,149.6,3,81
948,1,14,168,35,149.7,3,76
949,2,14,168,35,150,2,58
950,1,14,168,35,150.1,3,72
951,2,14,168,35,150.2,2,46
952,2,15,180,35,150.2,1,22
953,2,12,144,35,150.5,3,90
954,2,13,156,35,150.8,2,46
955,1,15,180,35,151,2,60
956,2,14,168,35,151,1,10
957,2,17,204,35,151,3,81
958,2,17,204,35,151.3,3,82
959,2,16,192,35,151.5,3,85
960,2,14,168,35,151.6,2,53
961,2,16,192,35,151.7,3,76
962,1,13,156,35,152,2,65
963,2,14,168,35,152.1,2,55
964,1,14,168,35,152.5,2,64
965,2,13,156,35,152.5,1,27
966,1,13,156,35,152.5,1,28
967,2,14,168,35,152.6,1,17
968,1,14,168,35,153,2,59
969,2,15,180,35,153.2,2,45
970,1,18,216,35,153.7,1,29
971,2,17,204,35,154.1,1,19
972,1,14,168,35,154.6,3,76
973,2,11,132,35,155.1,2,62
974,1,15,180,35,155.6,2,57
975,1,13,156,35,156.5,3,84
976,2,14,168,35,156.9,2,40
977,2,12,144,35,158.2,3,76
978,1,15,180,34.5,149.2,3,84
979,1,12,144,34.1,148.2,3,71
980,1,13,156,34.1,149.7,3,74
981,2,18,216,34.1,150,1,29
982,2,19,228,34.1,152.5,3,81
983,2,13,156,34,131,3,88
984,2,12,144,34,135.5,2,66
985,2,11,132,34,139,2,49
986,1,15,180,34,140.3,2,53
987,2,15,180,34,140.5,2,62
988,2,17,204,34,143,1,28
989,2,17,204,34,143,3,74
990,2,12,144,34,143.4,3,85
991,2,12,144,34,143.6,3,72
992,2,12,144,34,143.8,1,14
993,2,14,168,34,144,2,58
994,1,10,120,34,144.2,2,54
995,2,13,156,34,144.4,2,61
996,2,11,132,34,144.8,2,69
997,2,15,180,34,144.9,1,16
998,2,13,156,34,145,1,18
999,1,12,144,34,145,3,71
1000,1,14,168,34,145.3,2,50
1001,1,11,132,34,145.6,2,68
1002,2,15,180,34,145.8,2,46
1003,2,15,180,34,146,2,49
1004,2,13,156,34,146,3,88
1005,2,14,168,34,146.2,3,89
1006,2,10,120,34,146.4,2,68
1007,1,13,156,34,146.5,1,25
1008,2,12,144,34,146.6,2,52
1009,2,13,156,34,147,1,22
1010,1,12,144,34,147,3,76
1011,2,16,192,34,147.1,2,51
1012,2,17,204,34,147.5,1,13
1013,1,12,144,34,147.5,1,17
1014,1,10,120,34,147.9,2,41
1015,2,15,180,34,147.9,1,16
1016,2,16,192,34,148,1,10
1017,2,14,168,34,148,3,89
1018,2,12,144,34,148,2,52
1019,2,13,156,34,148.1,1,20
1020,2,11,132,34,148.4,2,65
1021,1,10,120,34,148.5,2,50
1022,2,14,168,34,149.4,3,85
1023,2,17,204,34,149.5,3,77
1024,2,16,192,34,149.5,3,81
1025,1,13,156,34,149.6,2,53
1026,1,14,168,34,149.7,3,90
1027,2,12,144,34,150,2,58
1028,2,18,216,34,150,2,56
1029,2,17,204,34,150,3,79
1030,2,12,144,34,151,2,53
1031,2,15,180,34,151,1,14
1032,2,12,144,34,151,3,83
1033,2,16,192,34,151.1,3,84
1034,1,12,144,34,152.2,2,62
1035,2,15,180,34,152.5,2,58
1036,2,17,204,34,153.3,1,10
1037,1,13,156,34,153.4,1,11
1038,1,14,168,34,154,3,74
1039,1,15,180,34,157,2,57
1040,2,14,168,34,158.4,1,25
1041,2,15,180,34,158.5,1,10
1042,2,16,192,33.5,136.2,1,24
1043,2,12,144,33.5,147.2,1,18
1044,1,16,192,33.5,153.6,1,13
1045,2,16,192,33.4,149.1,3,85
1046,2,10,120,33.2,143,3,82
1047,2,11,132,33.1,141.7,1,17
1048,1,13,156,33.1,147.9,1,16
1049,1,12,144,33.1,148,1,21
1050,2,14,168,33.1,149.2,3,74
1051,1,13,156,33.1,153.1,3,77
1052,1,12,144,33,135.5,2,62
1053,1,11,132,33,136.4,2,61
1054,2,11,132,33,139,3,88
1055,2,12,144,33,140,2,45
1056,1,13,156,33,140.5,2,65
1057,2,14,168,33,140.5,1,20
1058,2,15,180,33,141,3,85
1059,2,13,156,33,141.2,2,69
1060,2,13,156,33,142,2,68
1061,2,12,144,33,143,2,63
1062,2,14,168,33,143.5,3,82
1063,2,13,156,33,143.8,2,55
1064,2,13,156,33,144,2,53
1065,2,13,156,33,144,2,49
1066,2,13,156,33,144.4,2,55
1067,2,14,168,33,144.5,1,17
1068,1,16,192,33,144.6,2,60
1069,2,15,180,33,145,2,63
1070,1,14,168,33,145.6,2,48
1071,2,19,228,33,145.8,3,78
1072,1,12,144,33,146,2,64
1073,2,17,204,33,146,1,11
1074,1,17,204,33,146,1,15
1075,2,14,168,33,146.2,3,71
1076,2,12,144,33,146.4,2,40
1077,2,14,168,33,146.4,2,45
1078,1,13,156,33,146.4,1,12
1079,2,14,168,33,147,1,15
1080,2,14,168,33,147.3,2,55
1081,2,12,144,33,147.4,1,24
1082,1,15,180,33,147.6,3,72
1083,2,10,120,33,147.6,3,75
1084,2,13,156,33,147.8,2,45
1085,1,14,168,33,148,2,68
1086,2,15,180,33,148.5,3,88
1087,2,14,168,33,148.9,1,14
1088,2,18,216,33,149,3,77
1089,2,19,228,33,149.4,1,29
1090,2,13,156,33,149.4,3,76
1091,1,13,156,33,149.5,2,46
1092,2,14,168,33,149.9,1,17
1093,1,13,156,33,150.2,1,10
1094,2,14,168,33,150.3,2,45
1095,2,12,144,33,150.8,3,82
1096,1,15,180,33,151.5,1,24
1097,2,12,144,33,151.9,2,45
1098,1,15,180,33,152.4,3,72
1099,1,13,156,33,152.6,3,80
1100,1,14,168,33,152.7,3,72
1101,1,13,156,33,153,1,15
1102,2,12,144,33,153.2,3,78
1103,2,19,228,33,153.5,1,29
1104,1,16,192,33,153.5,3,84
1105,1,16,192,33,155,1,13
1106,2,15,180,33,155.1,1,11
1107,2,12,144,33,156.8,3,72
1108,1,15,180,33,161.5,1,39
1109,1,11,132,32.5,144,3,84
1110,2,13,156,32.5,146.4,1,14
1111,1,15,180,32.5,147,1,20
1112,1,10,120,32.3,142.8,2,50
1113,1,15,180,32.2,144.5,3,85
1114,2,14,168,32.1,137.5,3,83
1115,2,17,204,32.1,147.6,1,17
1116,1,12,144,32.1,148.8,3,77
1117,1,12,144,32.1,150.8,1,17
1118,1,16,192,32.1,153.3,1,29
1119,1,12,144,32,132.4,2,51
1120,2,12,144,32,133,2,51
1121,1,10,120,32,133.4,1,29
1122,2,14,168,32,133.5,2,60
1123,2,10,120,32,136.7,2,63
1124,2,11,132,32,137,2,66
1125,2,14,168,32,138,1,39
1126,1,13,156,32,138,2,63
1127,1,13,156,32,139,2,57
1128,2,12,144,32,139.2,2,65
1129,1,11,132,32,139.3,2,60
1130,2,10,120,32,139.5,2,69
1131,2,14,168,32,140,2,66
1132,1,12,144,32,140.5,3,76
1133,2,14,168,32,140.6,2,42
1134,2,13,156,32,141,2,66
1135,1,16,192,32,141,2,53
1136,2,15,180,32,141,1,14
1137,2,13,156,32,141.5,2,62
1138,1,12,144,32,141.5,1,28
1139,2,12,144,32,141.5,1,22
1140,1,12,144,32,141.5,3,84
1141,2,10,120,32,141.6,2,50
1142,1,11,132,32,142,2,61
1143,2,12,144,32,142.1,2,51
1144,2,13,156,32,142.2,2,40
1145,1,16,192,32,142.7,2,59
1146,2,12,144,32,143,2,66
1147,2,13,156,32,143.3,1,12
1148,2,10,120,32,143.6,2,45
1149,1,12,144,32,143.6,1,14
1150,1,13,156,32,143.7,2,59
1151,2,14,168,32,143.8,2,53
1152,1,13,156,32,144,1,22
1153,2,17,204,32,144,3,86
1154,1,12,144,32,144.1,2,61
1155,2,14,168,32,144.2,2,47
1156,1,13,156,32,144.2,2,65
1157,1,14,168,32,144.2,2,59
1158,2,12,144,32,144.2,1,17
1159,2,13,156,32,144.3,3,76
1160,1,12,144,32,144.5,2,64
1161,2,12,144,32,145,3,80
1162,1,12,144,32,145.2,2,55
1163,1,15,180,32,145.4,3,86
1164,1,11,132,32,146.1,2,55
1165,2,14,168,32,146.2,1,20
1166,2,13,156,32,146.5,3,84
1167,2,15,180,32,147,2,48
1168,1,12,144,32,147,3,79
1169,2,11,132,32,147.3,3,77
1170,1,12,144,32,147.6,3,85
1171,1,14,168,32,147.8,1,21
1172,2,13,156,32,148,2,51
1173,2,13,156,32,148,2,61
1174,1,13,156,32,148.5,1,24
1175,1,16,192,32,148.6,3,84
1176,1,12,144,32,148.8,1,17
1177,1,13,156,32,149,2,65
1178,2,13,156,32,149.2,2,62
1179,1,15,180,32,149.2,3,88
1180,2,11,132,32,149.5,2,63
1181,2,14,168,32,150.1,2,60
1182,1,13,156,32,150.2,1,24
1183,2,14,168,32,150.3,3,80
1184,1,15,180,32,150.8,2,40
1185,2,13,156,32,150.8,1,24
1186,2,15,180,32,151.1,3,76
1187,2,10,120,32,151.6,2,40
1188,2,13,156,32,152.2,1,22
1189,2,18,216,32,153.2,1,25
1190,2,13,156,32,153.8,1,24
1191,1,15,180,32,157.5,2,51
1192,2,13,156,31.5,141.4,2,45
1193,1,11,132,31.5,142.5,3,84
1194,1,14,168,31.5,142.7,1,20
1195,1,14,168,31.5,143.7,1,20
1196,2,13,156,31.5,154.9,1,18
1197,1,14,168,31.2,139.4,2,42
1198,1,14,168,31.2,146.1,2,45
1199,2,11,132,31.1,129.7,2,53
1200,2,15,180,31.1,144,1,10
1201,1,13,156,31.1,144.2,3,74
1202,2,13,156,31.1,144.8,1,16
1203,2,12,144,31.1,145.8,1,17
1204,2,18,216,31.1,148,1,19
1205,1,16,192,31.1,156.8,1,16
1206,1,15,180,31.1,158.2,1,10
1207,1,10,120,31,132.9,2,55
1208,2,10,120,31,133.8,2,67
1209,1,11,132,31,134,2,68
1210,1,11,132,31,135,2,67
1211,1,11,132,31,136,2,60
1212,2,12,144,31,136.9,2,62
1213,2,13,156,31,137.2,2,68
1214,1,13,156,31,138,2,61
1215,2,11,132,31,139.4,2,59
1216,2,12,144,31,140,2,57
1217,1,13,156,31,140,2,42
1218,1,14,168,31,140,3,80
1219,2,13,156,31,140.2,2,67
1220,2,13,156,31,140.2,2,49
1221,2,11,132,31,140.5,2,60
1222,1,14,168,31,140.5,3,88
1223,1,13,156,31,140.6,1,18
1224,1,13,156,31,140.7,2,61
1225,2,12,144,31,142,2,64
1226,1,13,156,31,142,1,28
1227,2,11,132,31,142,3,84
1228,1,12,144,31,142.5,3,84
1229,1,14,168,31,142.6,2,42
1230,2,12,144,31,142.6,3,80
1231,1,13,156,31,142.7,3,87
1232,2,12,144,31,143.2,2,50
1233,1,12,144,31,143.7,1,15
1234,2,12,144,31,143.7,1,27
1235,1,12,144,31,144,2,47
1236,2,13,156,31,144,1,10
1237,2,13,156,31,144.9,1,16
1238,1,12,144,31,145,2,61
1239,2,13,156,31,145.2,1,28
1240,1,14,168,31,145.5,2,65
1241,1,12,144,31,145.5,1,10
1242,2,13,156,31,146.6,1,25
1243,2,16,192,31,146.7,2,45
1244,1,13,156,31,147,1,27
1245,1,15,180,31,147,1,22
1246,1,14,168,31,147.2,2,63
1247,2,12,144,31,147.4,2,45
1248,1,12,144,31,147.7,2,66
1249,2,15,180,31,147.9,1,14
1250,2,10,120,31,148,2,61
1251,2,13,156,31,148,1,11
1252,1,11,132,31,148,1,10
1253,2,15,180,31,148.5,3,83
1254,1,12,144,31,148.7,3,77
1255,2,16,192,31,149,2,61
1256,2,14,168,31,149.5,2,46
1257,2,12,144,31,149.7,1,29
1258,2,12,144,31,150,3,84
1259,2,13,156,31,150.5,1,12
1260,2,14,168,31,150.6,3,76
1261,2,14,168,31,151,3,88
1262,1,15,180,31,152,3,77
1263,2,15,180,31,153,1,39
1264,1,16,192,31,153.8,2,55
1265,2,16,192,31,155,2,61
1266,1,12,144,30.6,141,2,59
1267,1,12,144,30.5,146.2,1,24
1268,2,15,180,30.3,143.5,2,50
1269,2,12,144,30.1,142.6,1,16
1270,2,10,120,30.1,142.8,3,83
1271,1,14,168,30.1,147.1,1,17
1272,1,14,168,30.1,147.4,3,71
1273,1,12,144,30.1,151,3,74
1274,1,11,132,30,105.8,2,59
1275,2,14,168,30,127.3,2,50
1276,2,12,144,30,128.2,2,67
1277,2,11,132,30,131.3,2,40
1278,2,11,132,30,133.2,2,50
1279,1,11,132,30,133.5,2,66
1280,2,12,144,30,133.6,2,57
1281,2,10,120,30,134,2,66
1282,1,15,180,30,134.2,3,88
1283,1,10,120,30,134.7,2,63
1284,2,12,144,30,135,1,23
1285,1,12,144,30,135.6,2,57
1286,1,12,144,30,136,3,73
1287,1,12,144,30,136.2,2,57
1288,1,13,156,30,136.2,2,68
1289,1,11,132,30,136.3,2,60
1290,1,12,144,30,136.4,2,49
1291,1,12,144,30,136.8,2,60
1292,1,10,120,30,137.3,2,67
1293,1,12,144,30,137.3,1,11
1294,2,13,156,30,137.3,1,39
1295,2,13,156,30,137.5,2,66
1296,2,10,120,30,138,2,68
1297,2,13,156,30,138,2,49
1298,2,10,120,30,138,1,12
1299,1,12,144,30,138.2,2,60
1300,2,12,144,30,138.5,2,51
1301,2,14,168,30,138.5,2,51
1302,2,13,156,30,138.5,3,84
1303,2,12,144,30,138.7,1,19
1304,1,16,192,30,138.7,1,27
1305,2,10,120,30,139,2,62
1306,2,15,180,30,139.5,3,74
1307,1,13,156,30,139.6,2,51
1308,1,11,132,30,139.6,2,69
1309,2,14,168,30,139.8,3,72
1310,2,10,120,30,140,2,62
1311,1,14,168,30,140,1,12
1312,1,12,144,30,140.2,2,60
1313,2,12,144,30,140.4,1,25
1314,2,12,144,30,140.5,2,63
1315,2,11,132,30,140.6,2,66
1316,1,14,168,30,140.7,3,85
1317,2,11,132,30,141.2,2,56
1318,1,12,144,30,141.3,2,69
1319,2,12,144,30,141.4,3,75
1320,2,14,168,30,141.5,2,48
1321,2,10,120,30,141.5,2,58
1322,1,13,156,30,141.5,1,24
1323,2,11,132,30,141.6,2,45
1324,2,17,204,30,141.6,1,12
1325,2,10,120,30,141.7,2,56
1326,1,12,144,30,142,2,42
1327,2,12,144,30,142,3,78
1328,2,12,144,30,142.2,2,59
1329,2,13,156,30,142.4,3,88
1330,1,13,156,30,142.5,2,48
1331,2,12,144,30,142.5,2,57
1332,1,14,168,30,142.6,3,74
1333,2,15,180,30,143,3,88
1334,2,12,144,30,143,3,81
1335,2,14,168,30,143.1,3,86
1336,1,14,168,30,143.2,3,76
1337,2,12,144,30,143.4,2,53
1338,1,12,144,30,143.5,1,15
1339,1,12,144,30,143.6,3,80
1340,1,18,216,30,143.7,2,42
1341,2,14,168,30,143.7,2,42
1342,1,12,144,30,144,2,61
1343,2,12,144,30,144,3,85
1344,1,13,156,30,144.1,2,59
1345,2,10,120,30,144.4,2,67
1346,2,14,168,30,144.4,1,10
1347,1,12,144,30,144.5,3,76
1348,1,11,132,30,144.6,3,75
1349,2,13,156,30,144.6,3,86
1350,1,14,168,30,144.7,3,72
1351,2,12,144,30,145,2,62
1352,1,13,156,30,145,2,41
1353,2,11,132,30,145,3,77
1354,1,12,144,30,145,2,63
1355,2,15,180,30,145.3,1,22
1356,2,16,192,30,145.4,3,81
1357,2,12,144,30,145.5,1,39
1358,2,14,168,30,145.6,1,14
1359,1,14,168,30,145.8,2,58
1360,1,14,168,30,146,3,74
1361,1,14,168,30,146.4,3,79
1362,1,11,132,30,147,2,40
